SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,November-12-2019,Single Family Residential,10708 NE 197th St,Bothell,WA,98011,570000,3,2.25,Maywood Hills,2840,8560,1966,83,201,,Sold,,,http://www.redfin.com/WA/Bothell/10708-NE-197th-St-98011/home/285743,NWMLS,1512772,N,Y,47.771566,-122.1976543
PAST SALE,November-13-2019,Townhouse,16125 Juanita Woodinville Way NE #1203,Bothell,WA,98011,425000,2,2.25,Bothell,1177,479497,1999,82,361,326,Sold,,,http://www.redfin.com/WA/Bothell/16125-Juanita-Woodinville-Way-NE-98011/unit-1203/home/788,NWMLS,1496156,N,Y,47.7461684,-122.1851573
PAST SALE,November-22-2019,Single Family Residential,23614 15th Ave SE,Bothell,WA,98021,1265000,5,3.25,Canyon Park,3756,13068,2019,73,337,,Sold,,,http://www.redfin.com/WA/Bothell/23614-15th-Ave-SE-98021/home/161319663,NWMLS,1528941,N,Y,47.783341,-122.213438
PAST SALE,November-15-2019,Condo/Co-op,11936 NE 164th Ln Unit 29-1,Bothell,WA,98011,530000,3,2.5,Bothell,1420,,1998,80,373,455,Sold,,,http://www.redfin.com/WA/Bothell/11936-NE-164th-Ln-98011/unit-29-1/home/13208,NWMLS,1532869,N,Y,47.7463035,-122.1821598
PAST SALE,August-23-2019,Condo/Co-op,16125 Juanita Woodinville Way NE #114,Bothell,WA,98011,295000,1,1.5,Bothell,876,479497,1999,164,337,239,Sold,,,http://www.redfin.com/WA/Bothell/16125-Juanita-Woodinville-Way-NE-98011/unit-114/home/41163,NWMLS,1500291,N,Y,47.7461684,-122.1851573
PAST SALE,,Condo/Co-op,21624 9th Ave SE #104,Bothell,WA,98021,404494,3,2.5,,1345,,1997,,301,,,,,http://www.redfin.com/WA/Bothell/21624-9th-Ave-SE-98021/unit-104/home/2857917,,,N,Y,47.802135,-122.2221575
PAST SALE,September-13-2019,Condo/Co-op,15700 116th Ave NE #207,Bothell,WA,98011,445000,2,2.0,Bothell,1309,187743,2007,143,340,422,Sold,,,http://www.redfin.com/WA/Bothell/15700-116th-Ave-NE-98011/unit-207/home/12536753,NWMLS,1495269,N,Y,47.7417104,-122.1853146
PAST SALE,November-8-2019,Single Family Residential,20056 94 Dr NE,Bothell,WA,98011,699999,4,3.5,Downtown Bothell,2778,261360,2014,87,252,58,Sold,,,http://www.redfin.com/WA/Bothell/20056-94th-Dr-NE-98011/home/55007843,NWMLS,1514586,N,Y,47.7744821,-122.21482
PAST SALE,December-4-2019,Mobile/Manufactured Home,23825 15 Ave SE #54,Bothell,WA,98021,258500,2,1.75,Canyon Park,1292,,2017,61,200,,Sold,,,http://www.redfin.com/WA/Bothell/23825-15th-Ave-SE-98021/unit-54/home/2874503,NWMLS,1511615,N,Y,47.78206,-122.2098023
PAST SALE,September-26-2019,Townhouse,15600 116th Ave NE Unit F2,Bothell,WA,98011,329950,2,1.5,Queensgate,1036,278862,1986,130,318,440,Sold,,,http://www.redfin.com/WA/Bothell/15600-116th-Ave-NE-98011/unit-F2/home/43692,NWMLS,1509393,N,Y,47.7414334,-122.1861936
PAST SALE,December-19-2019,Single Family Residential,17103 94th (Home Site 21) Pl NE,Bothell,WA,98011,1358950,6,3.75,Bothell,4573,8640,2019,46,297,111,Sold,,,http://www.redfin.com/WA/Bothell/17103-94th-Home-Site-21-Pl-NE-98011/home/146180156,NWMLS,1496392,N,Y,47.752545,-122.215563
PAST SALE,December-17-2019,Townhouse,508 237th  (Lot #34) St SE Unit B,Bothell,WA,98021,599990,3,3.0,Canyon Park,1805,1000,2019,48,332,150,Sold,,,http://www.redfin.com/WA/Bothell/508-237th-St-SE-98021/unit-B/home/169408012,NWMLS,1530848,N,Y,47.780362,-122.22436
PAST SALE,December-20-2019,Condo/Co-op,18406 96th Ln NE Unit E,Bothell,WA,98011,818800,4,3.5,Downtown Bothell,2000,,2019,45,409,201,Sold,,,http://www.redfin.com/WA/Bothell/18406-96th-Ave-NE-98011/unit-E/home/169582934,NWMLS,1535703,N,Y,47.7607605,-122.2116843
PAST SALE,,Single Family Residential,10827 NE 183rd Ct,Bothell,WA,98011,699990,3,2.25,,2230,11736,1985,,314,,,,,http://www.redfin.com/WA/Bothell/10827-NE-183rd-Ct-98011/home/285588,,,N,Y,47.7603427,-122.1945907
PAST SALE,September-18-2019,Townhouse,18727 101st Ave NE,Bothell,WA,98011,705000,3,2.5,Downtown Bothell,1935,,2008,138,364,185,Sold,,,http://www.redfin.com/WA/Bothell/18727-101st-Ave-NE-98011/home/18666312,NWMLS,1504464,N,Y,47.7640955,-122.206184
PAST SALE,December-19-2019,Single Family Residential,10621 NE 187th,Bothell,WA,98011,759000,5,1.75,Downtown Bothell,2500,10032,1956,46,304,,Sold,,,http://www.redfin.com/WA/Bothell/10621-NE-187th-St-98011/home/285841,NWMLS,1514835,N,Y,47.7635951,-122.1980373
PAST SALE,December-18-2019,Townhouse,508 237th (Lot #35) St SE Unit C,Bothell,WA,98021,590213,3,3.0,Canyon Park,1805,1000,2019,47,327,150,Sold,,,http://www.redfin.com/WA/Bothell/508-237th-St-SE-98021/unit-C/home/167173677,NWMLS,1485088,N,Y,47.78257164185262,-122.22423720936962
PAST SALE,,Single Family Residential,16606 107th Pl NE,Bothell,WA,98011,680000,3,1.0,,1570,58532,1941,,433,,,,,http://www.redfin.com/WA/Bothell/16606-107th-Pl-NE-98011/home/285077,,,N,Y,47.7484701,-122.1981243
PAST SALE,January-9-2020,Single Family Residential,1442 241st(#12) Pl SE,Bothell,WA,98021,1207418,5,3.5,Canyon Park,3418,8426,2019,25,353,128,Sold,,,http://www.redfin.com/WA/Bothell/1442-241st-St-SE-98021/home/169144380,NWMLS,1522359,N,Y,47.7794555,-122.2128438
PAST SALE,December-13-2019,Condo/Co-op,15300 112th Ave NE Unit A306,Bothell,WA,98011,373000,3,1.75,Kirkland,1199,146021,1999,52,311,438,Sold,,,http://www.redfin.com/WA/Bothell/15300-112th-Ave-NE-98011/unit-A306/home/2117220,NWMLS,1486469,N,Y,47.7394231,-122.1907686
PAST SALE,January-3-2020,Single Family Residential,16220 107th Ave NE,Bothell,WA,98011,748888,3,2.25,Norway Hill,1900,47960,1988,31,394,38,Sold,,,http://www.redfin.com/WA/Bothell/16220-107th-Ave-NE-98011/home/284342,NWMLS,1545351,N,Y,47.7455519,-122.1979941
PAST SALE,,Mobile/Manufactured Home,1112 Park Cir,Bothell,WA,98021,465000,,2.0,,1676,5663,2002,,277,,,,,http://www.redfin.com/WA/Bothell/1112-Park-Cir-98021/home/2776683,,,N,Y,47.7808725,-122.2482973
PAST SALE,January-2-2020,Single Family Residential,15509 93rd Pl NE,Bothell,WA,98011,778000,3,2.5,Amber Ridge,2580,7441,1989,32,302,25,Sold,,,http://www.redfin.com/WA/Bothell/15509-93rd-Pl-NE-98011/home/284867,NWMLS,1510316,N,Y,47.7406613,-122.2167395
PAST SALE,December-30-2019,Single Family Residential,1314 238th Pl SW,Bothell,WA,98021,598980,4,2.5,Creekside Park,2131,4356,1999,35,281,,Sold,,,http://www.redfin.com/WA/Bothell/1314-238th-Pl-SW-98021/home/2866009,NWMLS,1518189,N,Y,47.7819844,-122.2510452
PAST SALE,January-21-2020,Townhouse,18406 96th Ave NE Unit D,Bothell,WA,98011,648800,2,2.25,Downtown Bothell,1378,,2019,13,471,138,Sold,,,http://www.redfin.com/WA/Bothell/18406-96th-Ave-NE-98011/unit-D/home/161642196,NWMLS,1439162,N,Y,47.7607605,-122.2116843
PAST SALE,January-23-2020,Townhouse,18320 96th Ln NE Unit B,Bothell,WA,98011,688800,3,2.5,Downtown Bothell,1537,,2019,11,448,153,Sold,,,http://www.redfin.com/WA/Bothell/18320-96th-Ct-NE-98011/unit-B/home/169582913,NWMLS,1535702,N,Y,47.7491537,-122.2125557
PAST SALE,January-9-2020,Single Family Residential,2412 240th St SE,Bothell,WA,98021,770000,3,2.5,Canyon Park,2346,10019,1997,25,328,,Sold,,,http://www.redfin.com/WA/Bothell/2412-240th-St-SE-98021/home/2835140,NWMLS,1502977,N,Y,47.7795975,-122.2000941
PAST SALE,January-17-2020,Mobile/Manufactured Home,12632 NE 194th St,Bothell,WA,98011,317440,3,2.0,Holly Hills,1248,4487,1986,17,254,25,Sold,,,http://www.redfin.com/WA/Bothell/12632-NE-194th-St-98011/home/59705063,NWMLS,1546490,N,Y,47.7685444,-122.1714163
PAST SALE,January-15-2020,Single Family Residential,19821 100th Ave NE,Bothell,WA,98011,1100000,5,4.5,Maywood Hills,3894,12105,2006,19,282,,Sold,,,http://www.redfin.com/WA/Bothell/19821-100th-Ave-NE-98011/home/8187369,NWMLS,1511730,N,Y,47.7721249,-122.207644
PAST SALE,January-14-2020,Single Family Residential,23903 7th Ave W,Bothell,WA,98021,625000,3,2.25,Bothell,1940,9583,1962,20,322,,Sold,,,http://www.redfin.com/WA/Bothell/23903-7th-Ave-W-98021/home/2657484,NWMLS,1529386,N,Y,47.7814223,-122.2414865
PAST SALE,January-30-2020,Single Family Residential,9 242nd St SE,Bothell,WA,98021,1083880,4,3.5,Canyon Park,3788,10846,2019,4,286,92,Sold,,,http://www.redfin.com/WA/Bothell/9-242nd-St-SE-98021/home/161218286,NWMLS,1542648,N,Y,47.7793178,-122.2325022
PAST SALE,October-2-2019,Single Family Residential,17121 94th (Home Site 18) Pl NE,Bothell,WA,98011,1420618,5,2.75,Bothell,3634,13455,2019,124,391,111,Sold,,,http://www.redfin.com/WA/Bothell/17121-94th-Pl-NE-98011/home/145709823,NWMLS,1349167,N,Y,47.7519842,-122.214068
PAST SALE,January-16-2020,Condo/Co-op,9523 NE 180th St Unit A304,Bothell,WA,98011,240000,1,1.0,Bothell,723,105800,1979,18,332,302,Sold,,,http://www.redfin.com/WA/Bothell/9523-NE-180th-St-98011/unit-A304/home/24934,NWMLS,1494645,N,Y,47.7573885,-122.2130107
PAST SALE,January-21-2020,Single Family Residential,11029 NE 197th St,Bothell,WA,98011,739000,4,2.75,Bothell,3130,9965,2003,13,236,50,Sold,,,http://www.redfin.com/WA/Bothell/11029-NE-197th-St-98011/home/286500,NWMLS,1492003,N,Y,47.7700291,-122.1931115
PAST SALE,,Single Family Residential,8927 NE 188th Pl,Bothell,WA,98011,475000,5,2.25,,2410,14428,1962,,197,,,,,http://www.redfin.com/WA/Bothell/8927-NE-188th-Pl-98011/home/285347,,,N,Y,47.7643685,-122.2204753
PAST SALE,August-9-2019,Single Family Residential,18813 92nd Ave NE,Bothell,WA,98011,995000,5,2.5,West Hill,3740,10862,2006,178,266,,Sold,,,http://www.redfin.com/WA/Bothell/18813-92nd-Ave-NE-98011/home/8187470,NWMLS,1491863,N,Y,47.7647178,-122.218541
PAST SALE,August-7-2019,Single Family Residential,1911 233rd Pl SE,Bothell,WA,98021,690000,3,3.5,Canyon Park,3061,11326,1984,180,225,,Sold,,,http://www.redfin.com/WA/Bothell/1911-233rd-Pl-SE-98021/home/2803629,NWMLS,1481358,N,Y,47.7863221,-122.2071192
PAST SALE,August-9-2019,Condo/Co-op,18930 Bothell-Everett Hwy Unit E201,Bothell,WA,98012,273000,2,2.0,Bothell,939,552636,1998,178,291,384,Sold,,,http://www.redfin.com/WA/Bothell/18930-Bothell-Everett-Hwy-98012/unit-E201/home/12105013,NWMLS,1470878,N,Y,47.8252115,-122.2098446
PAST SALE,August-9-2019,Single Family Residential,1120 185th Pl SE,Bothell,WA,98012,656200,4,2.5,North Creek,2241,5663,2001,178,293,53,Sold,,,http://www.redfin.com/WA/Bothell/1120-185th-Pl-SE-98012/home/2888759,NWMLS,1477332,N,Y,47.8297819,-122.2162785
PAST SALE,August-29-2019,Single Family Residential,14704 112th Ave NE,Kirkland,WA,98034,575000,3,1.75,Kirkland,1300,8250,1967,158,442,,Sold,,,http://www.redfin.com/WA/Kirkland/14704-112th-Ave-NE-98034/home/458638,NWMLS,1459424,N,Y,47.7346473,-122.1914702
PAST SALE,January-7-2020,Mobile/Manufactured Home,23825 15th Ave SE #9,Bothell,WA,98021,218500,3,1.75,Canyon Park,1152,,1995,27,190,,Sold,,,http://www.redfin.com/WA/Bothell/23825-15th-Ave-SE-98021/unit-9/home/2874448,NWMLS,1546827,N,Y,47.78206,-122.2098023
PAST SALE,,Condo/Co-op,19802 Meridian Pl W,Bothell,WA,98012,675280,,,,,,,,,,,,,http://www.redfin.com/WA/Bothell/19802-Meridian-Pl-W-98012/home/169425764,,,N,Y,47.8187085,-122.2332409
PAST SALE,December-9-2019,Townhouse,16125 Juanita Woodinville Way NE #2613,Bothell,WA,98011,410000,2,2.25,Bothell,1177,,1999,56,348,333,Sold,,,http://www.redfin.com/WA/Bothell/16125-Juanita-Woodinville-Way-NE-98011/unit-2613/home/65861,NWMLS,1538449,N,Y,47.7461684,-122.1851573
PAST SALE,December-18-2019,Condo/Co-op,15700 116th Ave NE #205,Bothell,WA,98011,440000,2,2.0,Norway Hill,1096,,2007,47,401,355,Sold,,,http://www.redfin.com/WA/Bothell/15700-116th-Ave-NE-98011/unit-205/home/12536754,NWMLS,1538049,N,Y,47.741817,-122.1850396
PAST SALE,January-24-2020,Single Family Residential,11002 NE 194th Dr,Bothell,WA,98011,1165000,6,3.5,North Creek,4312,10295,2017,10,270,70,Sold,,,http://www.redfin.com/WA/Bothell/11002-NE-194th-Dr-98011/home/59703603,NWMLS,1476720,N,Y,47.7691774,-122.1941869
PAST SALE,January-31-2020,Single Family Residential,18928 108th Ave NE,Bothell,WA,98011,1180000,5,3.5,Maywood Hills,4562,10552,2007,3,259,,Sold,,,http://www.redfin.com/WA/Bothell/18928-108th-Ave-NE-98011/home/12303120,NWMLS,1542908,N,Y,47.765484,-122.195861
PAST SALE,August-27-2019,Single Family Residential,12127 NE 173rd Dr,Bothell,WA,98011,870000,5,3.5,Woodinville,3235,3834,2014,160,269,75,Sold,,,http://www.redfin.com/WA/Bothell/12127-NE-173rd-Dr-98011/unit-15/home/69353812,NWMLS,1468609,N,Y,47.7540884,-122.1786204
PAST SALE,October-4-2019,Mobile/Manufactured Home,17018 118th Ct NE,Bothell,WA,98011,350000,2,1.75,Bothell,1536,6567,1979,122,228,150,Sold,,,http://www.redfin.com/WA/Bothell/17018-118th-Ct-NE-98011/home/55554378,NWMLS,1510526,N,Y,47.7514168,-122.1825594
PAST SALE,October-7-2019,Single Family Residential,16103 122nd Pl NE,Bothell,WA,98011,655000,4,2.5,Bothell,2050,9567,1978,119,320,,Sold,,,http://www.redfin.com/WA/Bothell/16103-122nd-Pl-NE-98011/home/454602,NWMLS,1513070,N,Y,47.7439498,-122.1768281
PAST SALE,November-21-2019,Single Family Residential,12132 NE 170th Pl,Bothell,WA,98011,795000,5,3.5,Bothell,2650,9679,1996,74,300,,Sold,,,http://www.redfin.com/WA/Bothell/12132-NE-170th-Pl-98011/home/456072,NWMLS,1501130,N,Y,47.7515316,-122.1782902
PAST SALE,September-25-2019,Single Family Residential,12864 NE 197th Pl,Woodinville,WA,98072,750000,4,2.5,Woodinville,2210,3656,2012,131,339,30,Sold,,,http://www.redfin.com/WA/Woodinville/12864-NE-197th-Pl-98072/home/22229919,NWMLS,1478481,N,Y,47.7708377,-122.1687492
PAST SALE,December-19-2019,Mobile/Manufactured Home,19155 130th Ave NE,Bothell,WA,98011,360000,3,1.75,Holly Hills,1080,4411,1996,46,333,,Sold,,,http://www.redfin.com/WA/Bothell/19155-130th-Ave-NE-98011/home/40477061,NWMLS,1538918,N,Y,47.7651139,-122.1673031
PAST SALE,September-17-2019,Condo/Co-op,17426 Bothell Way NE Unit A-108,Bothell,WA,98011,385000,2,1.75,Bothell,1464,,1999,139,263,622,Sold,,,http://www.redfin.com/WA/Bothell/17426-Bothell-Way-NE-98011/unit-A108/home/27468,NWMLS,1450735,N,Y,47.754585,-122.211544
PAST SALE,August-13-2019,Single Family Residential,18109 46th Dr SE,Bothell,WA,98012,725000,5,2.75,Bothell,2564,4709,2013,174,283,40,Sold,,,http://www.redfin.com/WA/Bothell/18109-46th-Dr-SE-98012/home/54808801,NWMLS,1488570,N,Y,47.8333841,-122.170499
PAST SALE,September-17-2019,Single Family Residential,1402 241st St SE,Bothell,WA,98021,869842,5,3.0,Bothell,3842,8276,1999,139,226,,Sold,,,http://www.redfin.com/WA/Bothell/1402-241st-St-SE-98021/home/2863913,NWMLS,1475865,N,Y,47.7794359,-122.2142995
PAST SALE,December-19-2019,Single Family Residential,21523 1st Ave W,Bothell,WA,98021,1025000,5,2.75,Bothell,3650,7200,2019,46,281,,Sold,,,http://www.redfin.com/WA/Bothell/21523-1st-Ave-W-98021/home/167093620,NWMLS,1474684,N,Y,47.802777,-122.2343292
PAST SALE,December-23-2019,Single Family Residential,16125 Valhalla Dr,Bothell,WA,98011,820000,5,3.0,Valhalla,2770,17997,1976,42,296,37,Sold,,,http://www.redfin.com/WA/Bothell/16125-Valhalla-Dr-98011/home/284628,NWMLS,1486020,N,Y,47.7446718,-122.2146174
PAST SALE,November-22-2019,Single Family Residential,3219 178th Pl SE,Bothell,WA,98012,725000,4,2.5,North Bothell,2565,3624,2015,73,283,68,Sold,,,http://www.redfin.com/WA/Bothell/3219-178th-Pl-SE-98012/unit-2/home/101872489,NWMLS,1529781,N,Y,47.8361835,-122.1887037
PAST SALE,,Single Family Residential,17210 105th Ave NE,Bothell,WA,98011,760000,4,2.5,,3410,14558,1989,,223,,,,,http://www.redfin.com/WA/Bothell/17210-105th-Ave-NE-98011/home/284409,,,N,Y,47.7524148,-122.2031899
PAST SALE,September-18-2019,Single Family Residential,22214 44th (Homesite North 10) Ave SE,Bothell,WA,98021,949900,5,4.0,Canyon Park,3260,4368,2019,138,291,102,Sold,,,http://www.redfin.com/WA/Bothell/22214-10th-Ave-SE-98021/home/167111295,NWMLS,1477529,N,Y,47.796236,-122.173745
PAST SALE,January-2-2020,Townhouse,9820 NE Riverbend Dr Unit D102,Bothell,WA,98011,490000,3,2.5,Bothell,1548,1548,1995,32,317,565,Sold,,,http://www.redfin.com/WA/Bothell/9820-Riverbend-Dr-98011/unit-D102/home/103957221,NWMLS,1458835,N,Y,47.7496434,-122.2108382
PAST SALE,November-26-2019,Single Family Residential,19003 25th Dr SE,Bothell,WA,98012,514900,3,2.5,North Bothell,1606,3343,2011,69,321,84,Sold,,,http://www.redfin.com/WA/Bothell/19003-25th-Dr-SE-98012/home/40604021,NWMLS,1527162,N,Y,47.8254571,-122.1988304
PAST SALE,November-6-2019,Townhouse,23626 5th (Lot #41) Ave SE Unit A,Bothell,WA,98021,693408,4,3.0,Canyon Park,2247,1000,2019,89,309,150,Sold,,,http://www.redfin.com/WA/Bothell/5th-Ave-SE-98021/unit-A/home/169426285,NWMLS,1425317,N,Y,47.785,-122.2399
PAST SALE,December-16-2019,Townhouse,611 237th (Lot #72) Pl SE Unit F,Bothell,WA,98021,650302,4,3.0,Canyon Park,2247,1000,2018,49,289,150,Sold,,,http://www.redfin.com/WA/Bothell/237th-Pl-SE-98021/unit-F/home/169426300,NWMLS,1429792,N,Y,47.780362,-122.22436
PAST SALE,December-2-2019,Single Family Residential,18228 42nd Dr SE,Bothell,WA,98012,797000,6,3.5,Bothell,3296,5227,2015,63,242,36,Sold,,,http://www.redfin.com/WA/Bothell/18228-42nd-Dr-SE-98012/home/109592860,NWMLS,1530009,N,Y,47.8319275,-122.1763873
PAST SALE,December-6-2019,Townhouse,10629 Ross Rd Unit B,Bothell,WA,98011,650000,3,2.5,Downtown Bothell,2325,71371,2011,59,280,307,Sold,,,http://www.redfin.com/WA/Bothell/10629-Ross-Rd-98011/unit-B/home/40259127,NWMLS,1514837,N,Y,47.762812,-122.197763
PAST SALE,December-2-2019,Single Family Residential,9235 NE 180th St,Bothell,WA,98011,490000,3,2.5,Bothell,1770,9751,1922,63,277,,Sold,,,http://www.redfin.com/WA/Bothell/9235-NE-180th-St-98011/home/286359,NWMLS,1509809,N,Y,47.7581775,-122.216516
PAST SALE,November-26-2019,Single Family Residential,18615 42nd Ave SE,Bothell,WA,98012,725000,5,3.0,Bothell,2876,3668,2016,69,252,,Sold,,,http://www.redfin.com/WA/Bothell/18615-42nd-Ave-SE-98012/home/145257556,NWMLS,1513102,N,Y,47.8285006,-122.1759453
PAST SALE,January-10-2020,Single Family Residential,19419 29th Ave SE,Bothell,WA,98012,429000,3,1.0,Bothell,936,11761,1967,24,458,,Sold,,,http://www.redfin.com/WA/Bothell/19419-29th-Ave-SE-98012/home/2750217,NWMLS,1543194,N,Y,47.8213501,-122.1937075
PAST SALE,September-12-2019,Single Family Residential,10612 NE 195th St,Bothell,WA,98011,800000,3,2.0,Maywood Hills,2530,8490,1964,144,316,,Sold,,,http://www.redfin.com/WA/Bothell/10612-NE-195th-St-98011/home/286213,NWMLS,1501294,N,Y,47.7690732,-122.1986952
PAST SALE,November-20-2019,Condo/Co-op,2009 196th St SE Unit F201,Bothell,WA,98021,350000,3,2.0,Bothell,1269,,2000,75,276,380,Sold,,,http://www.redfin.com/WA/Bothell/2009-196th-St-SE-98012/unit-F201/home/2884457,NWMLS,1534480,N,Y,47.8213595,-122.2049959
PAST SALE,December-4-2019,Single Family Residential,21519 1st Ave W,Bothell,WA,98021,999999,4,2.75,Bothell,3650,8276,2019,61,274,,Sold,,,http://www.redfin.com/WA/Bothell/21519-1st-Ave-W-98021/home/161409141,NWMLS,1500036,N,Y,47.8028056,-122.2343294
PAST SALE,December-3-2019,Single Family Residential,23613 23rd Ave W,Bothell,WA,98021,610000,3,2.25,Bothell,1764,35719,1996,62,346,,Sold,,,http://www.redfin.com/WA/Bothell/23613-23rd-Ave-W-98021/home/2657293,NWMLS,1530507,N,Y,47.7838552,-122.2636791
PAST SALE,,Single Family Residential,17106 39th Dr SE,Bothell,WA,98012,735135,3,2.5,,2560,4792,2013,,287,,,,,http://www.redfin.com/WA/Bothell/17106-39th-Dr-SE-98012/home/54808975,,,N,Y,47.8426148,-122.1795687
PAST SALE,January-21-2020,Condo/Co-op,3901 243rd Pl SE Unit O-304,Bothell,WA,98021,262500,1,1.0,Bothell,739,,1997,13,355,329,Sold,,,http://www.redfin.com/WA/Bothell/3901-243rd-Pl-SE-98021/unit-O304/home/11884597,NWMLS,1549310,N,Y,47.7771979,-122.1774966
PAST SALE,December-19-2019,Single Family Residential,4113 230th Pl SE,Bothell,WA,98021,769950,5,2.75,Bothell,2556,3604,2019,46,301,59,Sold,,,http://www.redfin.com/WA/Bothell/4113-230th-Pl-SE-98021/home/163765396,NWMLS,1445875,N,Y,47.788559817235,-122.17720130741
PAST SALE,November-27-2019,Single Family Residential,519 220th St SW,Bothell,WA,98021,590000,4,2.75,Queensborough,2234,7405,1972,68,264,,Sold,,,http://www.redfin.com/WA/Bothell/519-220th-St-SW-98021/home/2698040,NWMLS,1535310,N,Y,47.7988524,-122.2405316
PAST SALE,November-22-2019,Mobile/Manufactured Home,17313 Woodcrest Dr NE,Bothell,WA,98011,380000,3,2.0,Bothell,1968,9123,1979,73,193,150,Sold,,,http://www.redfin.com/WA/Bothell/17313-Woodcrest-Dr-NE-98011/home/55554421,NWMLS,1513180,N,Y,47.753797,-122.1839195
PAST SALE,,Mobile/Manufactured Home,19346 127th Ave NE,Bothell,WA,98011,200271,,,,,4784,,,,,,,,http://www.redfin.com/WA/Bothell/19346-127th-Ave-NE-98011/home/12298584,,,N,Y,47.7682481,-122.1719691
PAST SALE,November-7-2019,Mobile/Manufactured Home,1118 Park Cir,Bothell,WA,98021,389757,3,2.0,Wandering Creek,1512,5663,1996,88,258,122,Sold,,,http://www.redfin.com/WA/Bothell/1118-Park-Cir-98021/home/2776684,NWMLS,1502031,N,Y,47.7808838,-122.2485347
PAST SALE,November-19-2019,Single Family Residential,17933 27th Ave SE,Bothell,WA,98012,536000,3,2.5,Mill Creek,1707,3164,2008,76,314,73,Sold,,,http://www.redfin.com/WA/Bothell/17933-27th-Ave-SE-98012/home/21955034,NWMLS,1524831,N,Y,47.8348783,-122.196179
PAST SALE,,Mobile/Manufactured Home,12611 NE 199th St,Bothell,WA,98011,369000,,,,,4439,,,,,,,,http://www.redfin.com/WA/Bothell/12611-NE-199th-St-98011/home/17090479,,,N,Y,47.772024,-122.1725306
PAST SALE,January-31-2020,Townhouse,12113 NE 172nd Pl Unit J202,Bothell,WA,98011,500000,2,2.5,Kingsgate,1348,,1995,3,371,434,Sold,,,http://www.redfin.com/WA/Bothell/12113-NE-172nd-Pl-98011/unit-J202/home/20961,NWMLS,1491965,N,Y,47.7531271,-122.1791514
PAST SALE,August-27-2019,Condo/Co-op,18930 Bothell Everett Hwy Unit A202,Bothell,WA,98012,260000,2,1.0,Bothell,887,,1998,160,293,360,Sold,,,http://www.redfin.com/WA/Bothell/18930-Bothell-Everett-Hwy-98012/unit-A202/home/12104987,NWMLS,1480247,N,Y,47.8252115,-122.2098446
PAST SALE,January-15-2020,Single Family Residential,19715 Filbert Dr,Bothell,WA,98012,455000,3,2.0,Thrashers Corner,1488,12197,1966,19,306,,Sold,,,http://www.redfin.com/WA/Bothell/19715-Filbert-Dr-98012/home/2740498,NWMLS,1524441,N,Y,47.8190926,-122.2289952
PAST SALE,August-9-2019,Single Family Residential,1113 232nd Pl SW,Bothell,WA,98021,587000,3,2.25,Bothell,1596,6534,1986,178,368,9,Sold,,,http://www.redfin.com/WA/Bothell/1113-232nd-Pl-SW-98021/home/2810049,NWMLS,1478312,N,Y,47.7877418,-122.2481592
PAST SALE,November-20-2019,Townhouse,23704 5th (Lot #38) Ave SE Unit A,Bothell,WA,98021,685485,5,3.5,Bothell,2247,1,2019,75,305,,Sold,,,http://www.redfin.com/WA/Bothell/5th-Ave-SE-98021/unit-A/home/169426282,NWMLS,1403265,N,Y,47.785,-122.2399
PAST SALE,August-12-2019,Single Family Residential,3227 216th (lot 2) Pl SE,Bothell,WA,98021,1315730,5,5.25,Canyon Park,4522,9601,2018,175,291,51,Sold,,,http://www.redfin.com/WA/Bothell/3227-2nd-Pl-SE-98021/home/148504899,NWMLS,1394052,N,Y,47.801738,-122.188836
PAST SALE,August-13-2019,Single Family Residential,22507 37TH Ave SE,Bothell,WA,98021,750000,3,3.0,Canyon Park,2601,7405,2008,174,288,20,Sold,,,http://www.redfin.com/WA/Bothell/22507-37th-Ave-SE-98021/home/28640944,NWMLS,1433325,N,Y,47.7936554,-122.1837142
PAST SALE,August-16-2019,Single Family Residential,20903 33rd Ave SE,Bothell,WA,98021,750000,4,2.75,Canyon Firs,2700,8276,1987,171,278,,Sold,,,http://www.redfin.com/WA/Bothell/20903-33rd-Ave-SE-98021/home/2812439,NWMLS,1494226,N,Y,47.8083347,-122.1882406
PAST SALE,August-30-2019,Single Family Residential,3304 216th (lot 15) Pl SE,Bothell,WA,98021,1197990,6,4.25,Canyon Park,4078,9853,2018,157,294,51,Sold,,,http://www.redfin.com/WA/Bothell/3304-15th-Pl-SE-98021/home/146406909,NWMLS,1333892,N,Y,47.801363,-122.187306
PAST SALE,August-26-2019,Single Family Residential,21724 40th Ave SE,Bothell,WA,98021,846836,4,2.5,Canyon Park,3144,10890,2006,161,269,42,Sold,,,http://www.redfin.com/WA/Bothell/21724-40th-Ave-SE-98021/home/11881325,NWMLS,1463726,N,Y,47.8001156,-122.1792573
